Main_Category_ID,Subcategory_ID,Main_Title,Sub_Title,SUB_URL,Main_URL,Final_URL,,,
278,300,Music,Music Fundamentals,/courses/music/music-fundamentals/,https://www.udemy.com,https://www.udemy.com/courses/music/music-fundamentals/,"""",",","""https://www.udemy.com/courses/music/music-fundamentals/"","
278,302,Music,Vocal,/courses/music/vocal/,https://www.udemy.com,https://www.udemy.com/courses/music/vocal/,"""",",","""https://www.udemy.com/courses/music/vocal/"","
278,304,Music,Music Techniques,/courses/music/music-techniques/,https://www.udemy.com,https://www.udemy.com/courses/music/music-techniques/,"""",",","""https://www.udemy.com/courses/music/music-techniques/"","
278,306,Music,Music Software,/courses/music/music-software/,https://www.udemy.com,https://www.udemy.com/courses/music/music-software/,"""",",","""https://www.udemy.com/courses/music/music-software/"","
278,308,Music,Other Music,/courses/music/other-music/,https://www.udemy.com,https://www.udemy.com/courses/music/other-music/,"""",",","""https://www.udemy.com/courses/music/other-music/"","
300,366,Teaching & Academics,Engineering,/courses/teaching-and-academics/engineering/,https://www.udemy.com,https://www.udemy.com/courses/teaching-and-academics/engineering/,"""",",","""https://www.udemy.com/courses/teaching-and-academics/engineering/"","
300,380,Teaching & Academics,Humanities,/courses/teaching-and-academics/humanities/,https://www.udemy.com,https://www.udemy.com/courses/teaching-and-academics/humanities/,"""",",","""https://www.udemy.com/courses/teaching-and-academics/humanities/"","
300,310,Teaching & Academics,Math,/courses/teaching-and-academics/math/,https://www.udemy.com,https://www.udemy.com/courses/teaching-and-academics/math/,"""",",","""https://www.udemy.com/courses/teaching-and-academics/math/"","
300,312,Teaching & Academics,Science,/courses/teaching-and-academics/science/,https://www.udemy.com,https://www.udemy.com/courses/teaching-and-academics/science/,"""",",","""https://www.udemy.com/courses/teaching-and-academics/science/"","
300,523,Teaching & Academics,Online Education,/courses/teaching-and-academics/online-education/,https://www.udemy.com,https://www.udemy.com/courses/teaching-and-academics/online-education/,"""",",","""https://www.udemy.com/courses/teaching-and-academics/online-education/"","
300,376,Teaching & Academics,Social Science,/courses/teaching-and-academics/social-science/,https://www.udemy.com,https://www.udemy.com/courses/teaching-and-academics/social-science/,"""",",","""https://www.udemy.com/courses/teaching-and-academics/social-science/"","
300,521,Teaching & Academics,Language Learning,/courses/teaching-and-academics/language/,https://www.udemy.com,https://www.udemy.com/courses/teaching-and-academics/language/,"""",",","""https://www.udemy.com/courses/teaching-and-academics/language/"","
300,527,Teaching & Academics,Teacher Training,/courses/teaching-and-academics/teacher-training/,https://www.udemy.com,https://www.udemy.com/courses/teaching-and-academics/teacher-training/,"""",",","""https://www.udemy.com/courses/teaching-and-academics/teacher-training/"","
300,529,Teaching & Academics,Test Prep,/courses/teaching-and-academics/test-prep/,https://www.udemy.com,https://www.udemy.com/courses/teaching-and-academics/test-prep/,"""",",","""https://www.udemy.com/courses/teaching-and-academics/test-prep/"","
300,525,Teaching & Academics,Other Teaching & Academics,/courses/teaching-and-academics/other-teaching-academics/,https://www.udemy.com,https://www.udemy.com/courses/teaching-and-academics/other-teaching-academics/,"""",",","""https://www.udemy.com/courses/teaching-and-academics/other-teaching-academics/"","
